Period,T0,Depth,Duration,R_star,R_star_error,M_star,M_star_error,T_star,T_star_error
17.043179,2388.6117899999954,0.05,0.3,0.77847,0.03,0.835734,0.05,5262.0,50
3.359634360560205,0.04244784597570028,0.01,0.2,0.77847,0.03,0.835734,0.05,5262.0,50
7.449986998296031,4.037004388991534,0.03,0.25,0.77847,0.03,0.835734,0.05,5262.0,50
